Brand_names,Chinese_names,English_names,Whole_info,Years,Score_number,Reply_number
曼塞拉,乌木黑糖,Mancera Aoud Black Candy,"前调：甘草,薄荷中调：琥珀,玫瑰后调：糖果,麝香",2012, 7.6 , 11 
曼塞拉,疯狂皮革,Mancera Wild Leather,"前调：香柠檬中调：玫瑰,紫罗兰,广藿香后调：琥珀,皮革,橡木苔,愈创木,麝香",2014,None,0
曼塞拉,乌木,Mancera The Aoud,"前调：香柠檬,公丁香,肉桂,胡椒中调：玫瑰,老鹳草,藏红花后调：沉香(乌木),木质香,雪松,檀香木,皮革,麝香",2011,None,0
曼塞拉,琥珀和玫瑰,Mancera Amber & Roses,"前调：柠檬中调：玫瑰,茉莉后调：劳丹脂,琥珀,麝香",2014,None,0
曼塞拉,黑色,Mancera Black to Black,"前调：香柠檬,藏红花,公丁香中调：玫瑰,茉莉,广藿香,琥珀后调：皮革,麝香,檀香木,沉香(乌木)",2015,None,0
曼塞拉,乌木路线,Mancera Aoud Line,"前调：沉香(乌木),香草,玫瑰中调：柚木,广藿香,檀香木后调：琥珀,树莓",2014,None,0
曼塞拉,风中木头,Mancera Wind Wood,"前调：橘子,粉红胡椒,绿叶中调：紫罗兰,广藿香后调：香根草,雪松,橡木苔,琥珀,皮革,麝香",2014,None,0
曼塞拉,金色乌木,Mancera Gold Aoud,"前调：香柠檬,柠檬,橘子,胡椒,藏红花,沉香(乌木)中调：玫瑰,茉莉,广藿香后调：愈创木,雪松,檀香木,皮革,琥珀,香草,麝香",2017,None,0
曼塞拉,西西里岛,Mancera Sicily,"前调：香柠檬,葡萄柚,橘子,桃子,菠萝,苹果中调：茉莉,玫瑰,紫罗兰,依兰后调：麝香,木质香",2016,None,0
曼塞拉,野蟒,Mancera Wild Python,"前调：晚香玉,桂花,桃子,香柠檬中调：茉莉,橙花,广藿香后调：麝香,香草",2018,None,0
曼塞拉,兴都库什山,Mancera Hindu Kush,"前调：辛香料,劳丹脂,焚香,大麻中调：广藿香,木质香后调：琥珀,愈创木,香草,麝香",2018,None,0
曼塞拉,可可香草,Mancera Coco Vanille,"前调：椰子,桃子中调：茉莉,依兰,提亚蕾花后调：麝香,木质香,香草",2016,None,0
曼塞拉,黑色香根草,Mancera Black Vanilla,"前调：香柠檬,黑加仑,椰子,桃子中调：玫瑰,紫罗兰,茉莉后调：香草,麝香",2017,None,0
曼塞拉,血色烟草,Mancera Red Tobacco,"前调：藏红花,肉桂,焚香,肉豆蔻,梨,苹果,沉香(乌木)中调：广藿香,茉莉后调：烟草,琥珀,愈创木,檀香木,香根草,香草,麝香",2017,None,0
曼塞拉,玫瑰香草,Mancera Roses Vanille,"前调：水,柠檬中调：玫瑰,糖后调：雪松,香草,糖,麝香",2011, 8.1 , 34 
曼塞拉,贪婪玫瑰,Mancera Roses Greedy,"前调：橘子,桃子,椰子,黑加仑,粉红胡椒中调：玫瑰,茉莉,花香后调：麝香,琥珀,香草,糖,安息香脂",2012, 8.3 , 16 
曼塞拉,柠檬路线,Mancera Lemon Line,"前调：柠檬,橙子,薰衣草中调：白色花系,琥珀,老鹳草后调：麝香,橡木苔",2014,None,0
曼塞拉,乌木香草,Mancera Aoud Vanille,"前调：沉香(乌木),藏红花,胡椒,小豆蔻中调：花香后调：香草,愈创木,檀香木",2015,None,0
曼塞拉,沙砾乌木,Mancera Sand Aoud,"前调：黑加仑,辛香料中调：玫瑰,藏红花,焚香后调：广藿香,沉香(乌木),香草,麝香",2011,None,0
曼塞拉,黑线,Mancera Black Line,"前调：辛香料中调：玫瑰,广藿香,琥珀,皮革后调：麝香,檀香木,愈创木",2013,None,0
曼塞拉,印度梦想,Mancera Indian Dream,"前调：老鹳草,天芥菜,橙花中调：茉莉,琥珀,玫瑰后调：檀香木,麝香,香根草,香草",2014,None,0
曼塞拉,野果,Mancera Wild Fruits,"前调：柑橘,金橘,柠檬,葡萄柚中调：紫罗兰,果香,黑加仑,桃子,苹果后调：雪松,麝香",2011,None,0
曼塞拉,蓝色乌木,Mancera Aoud Blue Notes,"前调：香柠檬,柠檬,橘子,果香,绿叶中调：依兰,玫瑰,鸢尾根,紫罗兰,广藿香后调：皮革,琥珀,愈创木,檀香木,香草",2015,None,0
曼塞拉,库巴木,Mancera Kumkat Wood,"前调：香柠檬,葡萄柚,辛香料中调：琥珀,花香,广藿香后调：麝香,雪松,香根草,檀香木",2013,None,0
曼塞拉,波动麝香,Mancera Wave Musk,"前调：葡萄柚,黑加仑,青草中调：海水,橙花,盐,浮木后调：海藻,麝香",2011,None,0
曼塞拉,湛蓝,Mancera So Blue,"前调：柠檬,香柠檬,橘子,果香,胡椒中调：玫瑰,紫罗兰,海水,广藿香后调：琥珀,橡木苔,麝香,檀香木,香草",2015,None,0
曼塞拉,巧克力色紫罗兰,Mancera Choco Violet,"前调：橙子,香柠檬,榛子中调：黑巧克力,紫罗兰后调：香草,麝香",2016,None,0
曼塞拉,沉香木柠檬薄荷,Mancera Aoud Lemon Mint,"前调：柠檬,芫荽,胡椒,杏仁,橘子中调：茉莉,广藿香,沉香(乌木)后调：皮革,琥珀,香根草,麝香,香草",2016,None,0
曼塞拉,风光玫瑰乌木,Mancera Wild Rose Oud,"前调：香柠檬,柠檬中调：玫瑰,茉莉,广藿香后调：琥珀,麝香,沉香(乌木),香草",2014,None,0
曼塞拉,黑金,Mancera Black Gold,"前调：柑橘,沉香(乌木),薰衣草,肉桂,肉豆蔻中调：茉莉,紫罗兰,玫瑰,海水,广藿香后调：香根草,木质香,皮革,琥珀,麝香",2017,None,0
曼塞拉,乌木紫罗兰,Mancera Aoud Violet,"前调：香柠檬,辛香料,绿叶中调：紫罗兰,广藿香,沉香(乌木)后调：香根草,琥珀,橡木苔",2014,None,0
曼塞拉,柔软香草,Mancera Velvet Vanilla,"前调：橘子,当归,梨,公丁香,粉红胡椒,黑加仑中调：玫瑰,茉莉,橙花油,晚香玉后调：香草,麝香",2016,None,0
曼塞拉,玫瑰茉莉,Mancera Roses Jasmine,"前调：橘子,梨,柠檬,青草中调：玫瑰,茉莉,橙花,广藿香后调：麝香,雪松,橡木苔",2012,None,0
曼塞拉,乌木S,S Mancera Aoud S,"前调：香柠檬,公丁香,肉桂中调：玫瑰,紫罗兰,依兰,茉莉后调：沉香(乌木),皮革,麝香",2011,None,0
曼塞拉,花之麝香,Mancera Musk of Flowers,"前调：葡萄柚,果香中调：玫瑰,糖,紫罗兰,茉莉,橙花后调：檀香木,麝香",2011,None,0
曼塞拉,野生樱桃,Mancera Wild Cherry,"前调：香柠檬,柠檬,樱桃中调：鸢尾根,茉莉,广藿香,天芥菜后调：麝香,香草",2016,None,0
曼塞拉,珍珠,Mancera Pearl,"前调：香柠檬,无花果,苹果,桃子中调：玫瑰,茉莉,紫罗兰后调：龙涎香,麝香",2016,None,0
曼塞拉,狂恋糖果,Mancera Wild Candy,"前调：香柠檬,柠檬,果香,黑巧克力中调：鸡蛋花,玫瑰后调：愈创木,檀香木,香草,盐,麝香",2015,None,0
曼塞拉,沉香木兰花,Mancera Aoud Orchid,"前调：橘子,桃子,椰子中调：兰花,广藿香后调：琥珀,木质香,香草,麝香",2016,None,0
曼塞拉,假日,Mancera Holidays,"前调：香柠檬,椰子中调：依兰,提亚蕾花,海水后调：檀香木,香草,麝香",2016,None,0
曼塞拉,粉色特权,Mancera Pink Prestigium,"前调：黑加仑,香柠檬,沉香(乌木),藏红花中调：玫瑰,茉莉,广藿香后调：皮革,香草,葡萄柚,愈创木,麝香",2016,None,0
曼塞拉,专属花园,Mancera Jardin Exclusif,"前调：焦糖,柠檬,橙子,苹果,桃子,梨,黑加仑中调：茉莉,玫瑰,紫罗兰,龙涎香后调：麝香,檀香木,香草",2018,None,0
曼塞拉,专属花园,Mancera Jardin Exclusif,"前调：焦糖,柠檬,橙子,苹果,桃子,梨,黑加仑中调：茉莉,玫瑰,紫罗兰,龙涎香后调：麝香,檀香木,香草",2018,None,0
曼塞拉,黄金特权,Mancera Gold Prestigium,"前调：胡椒,香柠檬,沉香(乌木)中调：玫瑰,橙花后调：皮革,香草,橡木苔,麝香",2016,None,0
曼塞拉,紫色之花,Mancera Purple Flowers,"前调：橘子,沉香(乌木),椰子,桃子中调：兰花,广藿香后调：琥珀,檀香木,雪松,愈创木,香草,麝香",2017,None,0
曼塞拉,麝香之园,Mancera Musky Garden,"前调：柑橘,蔓越莓,桃子中调：鸢尾花,玫瑰,茉莉,广藿香后调：麝香,黑莓,树莓,琥珀",2017,None,0
曼塞拉,独家乌木,Mancera Aoud Exclusif,"前调：劳丹脂,孜然,藏红花,胡椒中调：玫瑰,紫罗兰,广藿香后调：沉香(乌木),东方香料",2018,None,0
曼塞拉,蓝色沉香木,Mancera Blue Aoud,"前调：胡椒,公丁香,藏红花,龙蒿中调：玫瑰后调：木质香,麝香,琥珀,皮革",2015,None,0
曼塞拉,独家香草,Mancera Vanille Exclusif,"前调：桂花,桃子,红糖,奶油中调：晚香玉,茉莉,紫罗兰后调：香草,琥珀,麝香,木质香",2018,None,0
曼塞拉,沉香木玫瑰,Mancera Aoud Sandroses,"前调：胡椒,藏红花中调：玫瑰,茉莉,依兰,广藿香,老鹳草后调：皮革,橡木苔,檀香木,麝香",2015,None,0
曼塞拉,金色之香,Mancera Gold Incense,"前调：焚香,粉红胡椒,橘子,咖啡中调：紫罗兰,茉莉,玫瑰,广藿香后调：安息香脂,香草,麝香",2018,None,0
曼塞拉,粉玫瑰,Mancera Pink Roses,"前调：香柠檬,橘子,玫瑰,绿叶中调：玫瑰,紫罗兰,广藿香后调：龙涎香,麝香",2017,None,0
汤丽·柏琦,None,· Tory Burch,"前调：葡萄柚,粉红胡椒,醋栗叶,橘子,橙花油中调：牡丹,晚香玉,含羞草,茉莉,胡萝卜籽,香雪球后调：香根草,檀香木,麝香,雪松",2013, 7.6 , 93 
汤丽·柏琦,None,· Tory Burch Love Relentlessly,"前调：果香,粉红胡椒中调：鸢尾花,玫瑰后调：广藿香,檀香木,香根草,琥珀",2016, 7.2 , 38 
汤丽·柏琦,None,· Tory Burch Bel Azur,"前调：香柠檬中调：橙花油,牡丹后调：香根草,雪松",2017, 8.7 , 21 
汤丽·柏琦,None,· Tory Burch Jolie Fleur Verte,"气味：橘子,橙花油,茉莉,铃兰,绿叶,雪松,檀香木,麝香",2015, 8.2 , 22 
汤丽·柏琦,None,·  Tory Burch Just Like Heaven,"前调：橘子,大黄,风信子中调：依兰,天芥菜后调：零陵香豆",2018, 8.9 , 10 
汤丽·柏琦,None,· Tory Burch Absolu Tory Burch Absolu,"前调：黑加仑,粉红胡椒,铃兰中调：晚香玉,茉莉,玫瑰后调：香根草,雪松,檀香木,香草",2015, 8.2 , 16 
汤丽·柏琦,None,·  Tory Burch Nuit Azur,"前调：紫罗兰叶,无花果,橘子中调：小苍兰,牡丹,橙花,茉莉后调：广藿香,香根草,雪松,麝香",2018,None,0
汤丽·柏琦,None,· Tory Burch Jolie Fleur Bleue,"气味：晚香玉,葡萄柚,檀香木,茉莉,香根草,橘子,粉红胡椒,紫罗兰叶,醋栗叶,牡丹,琥珀,雪松",2015, 7.9 , 14 
汤丽·柏琦,None,· Tory Burch Jolie Fleur Lavande,"前调：薰衣草,香柠檬,小苍兰,牡丹中调：鸢尾花,木兰,紫罗兰,马黛茶后调：零陵香豆,麝香,薰衣草",2017,None,0
汤丽·柏琦,None,· Tory Burch Jolie Fleur Rose,"气味：玫瑰,玫瑰,克什米尔木,麝香,粉红胡椒,绿叶,草莓叶,紫罗兰,琥珀,檀香木",2015,None,0
汤丽·柏琦,None,· Tory Burch Perfume Tory Burch Perfume,"前调：葡萄柚,粉红胡椒,醋栗叶,橘子,橙花油中调：牡丹,晚香玉,含羞草,茉莉,胡萝卜籽,香雪球后调：香根草,檀香木,麝香,雪松",2015,None,0
汤丽·柏琦,None,·  Tory Burch Love Relentlessly Fou De Toi,前调：黑加仑中调：牡丹后调：树脂,2018,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Mortal Skin,"前调：黑莓,墨水,焚香,劳丹脂中调：红没药,鸢尾花,艾蒿,没药,小豆蔻后调：龙涎香,安息香,檀香木,雪松,雪松,桦木,麝香",2015, 8 , 25 
斯特凡·亨伯特·卢卡斯777,巴林粉黛,··  Stéphane Humbert Lucas  Khôl de Bahreïn,"前调：紫罗兰,糖果,树脂中调：鸢尾花,檀香木,龙涎香后调：秘鲁香脂,麝香",2013, 7.6 , 12 
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas   Generation Homme,"前调：薄荷,日本柚子,黑加仑中调：沉香(乌木)后调：沉香(乌木),秘鲁香脂,辛香料",2013, 8.1 , 15 
斯特凡·亨伯特·卢卡斯777,None,·· Soleil de Jeddeh Stéphane Humbert Lucas  Soleil de Jeddah,"前调：桂花,洋甘菊,柠檬中调：鸢尾花,龙涎香后调：皮革,香草,鸢尾花",2013, 9.1 , 14 
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Oud ,"前调：沉香(乌木)中调：沉香(乌木)后调：皮革,零陵香豆",2014,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Oumma,"前调：茉莉,玫瑰中调：秘鲁香脂,妥鲁香脂后调：雪松,沉香(乌木),莎草",2013,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Black Gemstone,"前调：柠檬,雪松中调：没药,树脂后调：柚木,乳香,零陵香豆",2013, 8.8 , 14 
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Rose de Petra,"前调：荔枝,石榴,玫瑰中调：玫瑰后调：胡椒,小豆蔻,孜然",2013,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Une Nuit a Doha,"前调：小茴香,橘子,生姜中调：不凋花,烟草后调：香草,香根草",2014,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Taklamakan,"气味：香柠檬,玫瑰,雪松,檀香木,鸢尾花,广藿香,愈创木,安息香脂,香草,劳丹脂,麝香",2016,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  O Hira,前调：龙涎香中调：龙涎香后调：龙涎香,2014,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Wish Come True,"前调：蜜橘,香柠檬,依兰中调：劳丹脂,焚香,茉莉后调：龙涎香,晚香玉,香草,麝香",2017,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Qom Chilom,"前调：樱桃,树莓中调：天芥菜,樟脑,鸢尾花,沉香(乌木),柚木,雪松后调：广藿香,皮革,香草,麝香",2014,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas   Generation Femme,"前调：油桃,橙花油,杏仁中调：茶叶,白松香,天芥菜后调：茉莉,檀香木,零陵香豆",2013,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Panthea,"前调：香柠檬,蜜橘中调：鸢尾花,茉莉,紫罗兰后调：麝香,烟草,零陵香豆,檀香木",2017,None,0
斯特凡·亨伯特·卢卡斯777,None,··  Stéphane Humbert Lucas  Harrods H Mamba,"前调：桂花中调：鸢尾根,琥珀后调：沉香(乌木),皮革,安息香",2017,None,0
斯特凡·亨伯特·卢卡斯777,None,··  Stéphane Humbert Lucas  Manteuse,"前调：香柠檬,白色花系,皮革,十二醛中调：蜂蜜,鸢尾根,劳丹脂,檀香木后调：香草,红没药,广藿香,麝香",2018,None,0
斯特凡·亨伯特·卢卡斯777,None,··  Stéphane Humbert Lucas  In The Wood For Love,"前调：蜂蜜,香柠檬,劳丹脂,醛中调：檀香木,鸢尾花,香草,烟雾后调：安息香,广藿香,麝香,甲酚苯基乙酸酯",2018,None,0
斯特凡·亨伯特·卢卡斯777,Stéphane,·· Stéphane Humbert Lucas  Lufu,"气味：水仙花,紫罗兰,晚香玉,零陵香豆,劳丹脂,沉香(乌木),香草,焚香",2017,None,0
奥斯卡·德拉伦塔,蓝色花嫁,·  Oscar de la Renta Something Blue,"前调：橘子,椴树花,香柠檬,橙花油中调：千金子藤,水仙花,铃兰,荔枝后调：麝香,香草,黄葵,龙涎香,开司米木",2013, 7.6 , 43 
奥斯卡·德拉伦塔,奥斯卡,·  Oscar de la Renta Oscar,"前调：芫荽,橙花,栀子花,桃子,罗勒,香柠檬,公丁香中调：迷迭香,晚香玉,薰衣草,兰花,茉莉,依兰,玫瑰,鸢尾花后调：檀香木,琥珀,广藿香,薰衣草,红没药,椰子,公丁香,香根草,没药,麝香",1977, 7.5 , 123 
奥斯卡·德拉伦塔,活在爱中,·  Oscar de la Renta Live in Love,"前调：风信子,白松香,香柠檬,铃兰,兰花中调：茉莉,橙花,玫瑰后调：檀香木,雪松,木质香,琥珀,麝香",2011, 7.6 , 68 
奥斯卡·德拉伦塔,为他,·  Oscar de la Renta Pour Lui,"前调：醛,葛缕子,杜松子,薰衣草,白松香,罗勒,鼠尾草,茴芹,香柠檬中调：仙客来,康乃馨,广藿香,肉桂,香根草,雪松,老鹳草后调：劳丹脂,皮革,檀香木,麝香,橡木苔",1980, 8 , 48 
奥斯卡·德拉伦塔,神韵,·  Oscar de la Renta Esprit d’Oscar,"前调：香柠檬,柠檬,香橼中调：茉莉,橙花,晚香玉,紫罗兰,鸢尾花后调：天芥菜,麝香,零陵香豆,香根草,龙涎香",2011, 8.1 , 60 
奥斯卡·德拉伦塔,享乐,·  Oscar de la Renta Volupte,"前调：含羞草,香瓜,橘子,小苍兰,桂花,西瓜,仙客来中调：康乃馨,茉莉,天芥菜,依兰,铃兰,水仙花,莲花,牡丹后调：檀香木,琥珀,广藿香,焚香,晚香玉,香草",1992, 7.2 , 59 
奥斯卡·德拉伦塔,邂逅,·  Oscar de la Renta So de la Renta,"前调：克里曼丁红橘,猕猴桃,栀子花,小苍兰,芒果,西瓜,小豆蔻中调：牡丹,晚香玉,茉莉,莲花,水仙花后调：李子,麝香,香草",1997, 7.4 , 39 
奥斯卡·德拉伦塔,闪入,·  Oscar de la Renta Intrusion,"前调：橘子,香柠檬,八角,葡萄柚,橙花油中调：百合,栀子花,茉莉,牡丹后调：琥珀,广藿香,麝香",2002, 7.2 , 32 
奥斯卡·德拉伦塔,罗莎曼,·  Oscar de la Renta Rosamor,"前调：小苍兰,铃兰,橘子中调：栀子花,晚香玉,天芥菜,依兰,玫瑰后调：檀香木,零陵香豆,麝香,烟草",2004, 7 , 24 
奥斯卡·德拉伦塔,奥斯卡男士香水,·  Oscar de la Renta Oscar for Men,"前调：橘子,冷杉,香柠檬,胡椒中调：肉豆蔻,百合,薰衣草,茉莉,紫罗兰叶,公丁香,玫瑰后调：皮革,檀香木,麝香,冷杉,香草,焚香",1999, 7.6 , 18 
奥斯卡·德拉伦塔,天鹅绒,·  Oscar de la Renta Oscar Velvet,"前调：露莓,黑加仑,荔枝,梨,梅花,莲花中调：茉莉,木兰,橙花,马蹄莲,曼陀罗后调：琥珀,零陵香豆,广藿香,兰花,鸢尾花,香草",2016,None,0
奥斯卡·德拉伦塔,非凡,·  Oscar de la Renta Extraordinary,"前调：柑橘,橙花油,樱花中调：牡丹,玫瑰,木兰后调：木质香,琥珀,兰花",2015, 7.3 , 10 
奥斯卡·德拉伦塔,清新香草,·  Oscar de la Renta Oscar Fresh Vanilla,"前调：黑加仑,香柠檬中调：橙花,棉花糖,玫瑰后调：秘鲁香脂,麝香,香草",2008,None,0
奥斯卡·德拉伦塔,奥斯卡弗洛尔,·  Oscar de la Renta Oscar Flor,"前调：橙花油,荔枝,常春藤中调：茉莉,芒果,牡丹后调：麝香,零陵香豆,醋栗叶",2015,None,0
奥斯卡·德拉伦塔,东方蕾丝,·  Oscar de la Renta Oriental Lace,"气味：蜂蜜,杏仁,可可果,球兰,广藿香",2012,None,0
奥斯卡·德拉伦塔,紫罗兰,·  Oscar de la Renta Oscar Violet,"前调：橘子,梨中调：肉桂,紫罗兰,黑巧克力后调：檀香木,麝香,香草",2005,None,0
奥斯卡·德拉伦塔,波纹,·  Oscar de la Renta Ruffles,"前调：醛,橙花,绿叶,果香,香柠檬中调：康乃馨,晚香玉,鸢尾花,兰花,茉莉,依兰,铃兰,玫瑰后调：蜂蜜,檀香木,麝香,麝猫香,香草,焦糖,雪松",1983,None,0
奥斯卡·德拉伦塔,青竹,·  Oscar de la Renta Oscar Bamboo,"前调：青柠,小豆蔻中调：含羞草,竹子,睡莲,茶叶后调：麝香,雪松,香根草",2006,None,0
奥斯卡·德拉伦塔,红兰花,·  Oscar de la Renta Red Orchid,"前调：蓝莓,橘子,黑莓中调：兰花,鸢尾花后调：檀香木,香草",2007,None,0
奥斯卡·德拉伦塔,茉莉,·  Oscar de la Renta Jasmine,"前调：橙花油,香柠檬,柠檬中调：茉莉,橙花,晚香玉,依兰后调：蜂蜡,妥鲁香脂,零陵香豆,木质香",2016,None,0
奥斯卡·德拉伦塔,温柔琥珀,·  Oscar de la Renta Soft Amber,"前调：橘子,粉红胡椒中调：鸢尾花,广藿香后调：琥珀",2008,None,0
奥斯卡·德拉伦塔,柑橘,·  Oscar de la Renta Oscar Citrus,"前调：橙子,油桃,葡萄柚中调：牡丹,小苍兰,茉莉后调：檀香木,麝香,雪松",2005,None,0
奥斯卡·德拉伦塔,热带花卉,·  Oscar de la Renta Oscar Tropical Flower,"前调：百香果,香瓜中调：栀子花,茉莉,鸡蛋花后调：麝香,树莓",2006,None,0
奥斯卡·德拉伦塔,坷垃松,·  Oscar de la Renta Mi Corazon,"气味：依兰,桃子,晚香玉",2012,None,0
奥斯卡·德拉伦塔,卡罗琳娜,·  Oscar de la Renta Coralina,"气味：含羞草,鸢尾花,紫罗兰,绿叶,木质香",2012,None,0
奥斯卡·德拉伦塔,奥斯卡庆典,·  Oscar de la Renta Oscar Celebration,"前调：公丁香,芫荽,香柠檬中调：鸢尾花,茉莉,依兰,玫瑰后调：香根草,麝香,琥珀",2007,None,0
奥斯卡·德拉伦塔,粉百合,·  Oscar de la Renta Oscar Pink Lily,"气味：西番莲,木兰,玫瑰,琥珀,大黄,百合,紫罗兰叶,雪松,香柠檬",2006,None,0
奥斯卡·德拉伦塔,橙花,·  Oscar de la Renta Orange Flower,"前调：香柠檬,橙花油,橘子中调：橙花,茉莉,铃兰后调：木质香,琥珀,麝香",2016,None,0
奥斯卡·德拉伦塔,圣多明戈,·  Oscar de la Renta Santo Domingo,"气味：烟草,橘子,芫荽,广藿香,辛香料",2012,None,0
奥斯卡·德拉伦塔,格拉纳达,·  Oscar de la Renta Granada,"气味：茉莉,玫瑰,橙花",2012,None,0
奥斯卡·德拉伦塔,红丝缎,·  Oscar de la Renta Oscar Red Satin,"前调：橘子,香柠檬,玫瑰中调：橙花,茉莉,鸢尾花后调：广藿香,香草",2007,None,0
奥斯卡·德拉伦塔,纯小苍兰,·  Oscar de la Renta Oscar Sheer Freesia,"前调：葡萄,苹果,大黄中调：莲花,小苍兰,胡椒后调：麝香",2009,None,0
奥斯卡·德拉伦塔,拉丁情怀,·  Oscar de la Renta Oscar Latin Light,"前调：昙花,西番莲,玫瑰中调：橙花,鸡蛋花后调：檀香木,琥珀",2003,None,0
奥斯卡·德拉伦塔,夏日朝露,·  Oscar de la Renta Oscar Summer Dew,"前调：香柠檬,橘子中调：玫瑰,橙花,茉莉后调：鸢尾根,广藿香,香草",2007,None,0
奥斯卡·德拉伦塔,绅士,·  Oscar de la Renta Gentleman,"前调：香柠檬,葡萄柚,小豆蔻,香槟中调：老鹳草,迷迭香,乌龙茶后调：琥珀,劳丹脂,沼泽革木,香根草",2016,None,0
奥斯卡·德拉伦塔,黑色天鹅绒,·  Oscar de la Renta Oscar Velvet Noir,"前调：橙子,生姜,茉莉,橙花中调：紫罗兰,玫瑰,桂花后调：麝香,琥珀,沉香(乌木)",2016,None,0
奥斯卡·德拉伦塔,马尾藻,·  Oscar de la Renta Sargasso,"气味：海水,柑橘,海藻,黄瓜,广藿香",2012,None,0
奥斯卡·德拉伦塔,花岛,·  Oscar de la Renta Oscar Island Flowers,"前调：橙子,橘子中调：小苍兰,木槿后调：麝香,香草,雪松",2006,None,0
奥斯卡·德拉伦塔,热带,·  Oscar de la Renta Oscar Tropical,"前调：香柠檬,橘子,百香果,黑莓中调：橙花,依兰,鸡蛋花后调：琥珀,香草",2002,None,0
奥斯卡·德拉伦塔,温柔花开,·  Oscar de la Renta Soft Blossom,"前调：葡萄柚,粉红胡椒中调：玫瑰,牡丹后调：雪松,琥珀",2014,None,0
奥斯卡·德拉伦塔,罗莎曼,·  Oscar de la Renta Rosamor Eau d’Ete,"前调：香柠檬,橘子中调：依兰,木兰,提亚蕾花,芒果后调：麝香,檀香木,香草",2005,None,0
奥斯卡·德拉伦塔,非凡花瓣,·  Oscar de la Renta Extraordinary Pétale,"前调：香柠檬,橘子,香槟中调：橙花,茉莉,玫瑰后调：兰花,琥珀,麝香",2016,None,0
奥斯卡·德拉伦塔,罗莎曼花岛,·  Oscar de la Renta Rosamor Island Flowers,"前调：香柠檬,橘子中调：提亚蕾花,木兰,依兰,鸡蛋花,玫瑰后调：天芥菜,麝香,檀香木,香草",2006,None,0
奥斯卡·德拉伦塔,奥斯卡夏日版,·  Oscar de la Renta Oscar Summer,"气味：柑橘,花香,果香",2008,None,0
奥斯卡·德拉伦塔,海洋精神,·  Oscar de la Renta Oscar Marine Spirit,"前调：橘子,香柠檬,青柠中调：仙客来,茉莉后调：橙花,麝香",2005,None,0
奥斯卡·德拉伦塔,金色,·  Oscar de la Renta Oscar Gold,"前调：橘子,香柠檬,玫瑰中调：橙花,鸢尾根,茉莉后调：广藿香,香草",2006,None,0
奥斯卡·德拉伦塔,玫瑰,·  Oscar de la Renta Rose,"前调：梨,小苍兰,铃兰中调：牡丹,玫瑰,玫瑰后调：木质香,琥珀,麝香",2016,None,0
奥斯卡·德拉伦塔,夏季热带色彩,·  Oscar de la Renta Oscar Summer Tropical Colors,前调：百香果中调：橙花后调：香草,2007,None,0
奥斯卡·德拉伦塔,奥斯卡限量版,·  Oscar de la Renta Oscar Limited Edition,"气味：百香果,橙花,黑加仑,夹竹桃,紫藤,柠檬",2007,None,0
安东尼奥·普伊格,海岸水,·  Antonio Puig Agua Brava,"前调：薰衣草,鼠尾草,香柠檬,柠檬,杜松中调：康乃馨,公丁香,百里香,月桂叶,松树后调：香根草,麝香,檀香木,广藿香,橡木苔,皮革",1968, 8.2 , 24 
安东尼奥·普伊格,法定人数,·  Antonio Puig Quorum,"前调：艾蒿,葛缕子,葡萄柚,香柠檬,柠檬中调：仙客来,松树,康乃馨,檀香木,广藿香,茉莉后调：皮革,琥珀,橡木苔,烟草",1981, 7.6 , 81 
安东尼奥·普伊格,薰衣草之水,·  Antonio Puig Agua Lavanda,"前调：香柠檬,薰衣草,迷迭香中调：肉豆蔻,老鹳草后调：雪松,橡木苔,麝香,零陵香豆",1940,None,0
安东尼奥·普伊格,泰国,·  Antonio Puig Thais,"前调：水中调：铃兰,紫罗兰叶,玫瑰后调：麝香",None,None,0
安东尼奥·普伊格,锡巴里斯,·  Antonio Puig Sybaris,"前调：柠檬,橘子,绿叶,罗勒,孜然,醛中调：茉莉,杜松,肉桂,檀香木,公丁香,老鹳草,艾蒿后调：橡木苔,琥珀,焚香,广藿香,香根草,皮革",1988,None,0
安东尼奥·普伊格,银色法定人数,·  Antonio Puig Quorum Silver,"前调：薰衣草,生姜,小豆蔻,香柠檬,橘子中调：肉豆蔻,肉桂,粉红胡椒后调：广藿香,愈创木,雪松,琥珀",2005, 8.1 , 17 
